# SentiWords v1.1 (14/03/2018)
# Copyright 2018 Trento RISE and FBK
# All rights reserved.
#
# SentiWords is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWords:
# https://hlt.fbk.eu/technologies/sentiwords
#
# If you use SentiWords, please cite:
# Gatti L., Guerini M. & Turchi M. "SentiWords: Deriving a High Precision and High Coverage Lexicon for Sentiment Analysis". 
# IEEE Transactions on Affective Computing 7.4 (2016): 409-421.
#
# --------------------------------------------
#
# SentiWords is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
#
# Each lemma#PoS in this file is associated with the prior polarity value computed from the scores of 
# all the SentiWordNet senses for that lemma#PoS, following the methodology described in Guerini et al. (2015). 
# Prior Polarity values are between -1 (very negative) and +1 (very positive).
#
# --------------------------------------------
#
# lemma#PoS	prior_polarity_score
acerb#a	-0.32244
acerbate#v	-0.18454
acerbic#a	-0.32244
acerbity#n	-0.37434
acerola#n	0
acerose#a	0
acervate#a	0
acervulus#n	0
acetabular#a	0
acetabulum#n	0
acetal#n	0
acetaldehyde#n	0
acetaldol#n	0
acetamide#n	0
acetaminophen#n	-0.34088
acetanilid#n	0
acetanilide#n	0
acetate_disk#n	0
acetate_rayon#n	0
acetate#n	0
acetic_acid#n	0
acetic_anhydride#n	0
acetic#a	0
acetify#v	-0.02960
acetin#n	-0.07997
acetoacetic_acid#n	-0.28345
acetone_body#n	0
acetone#n	0
acetonemia#n	-0.19821
acetonic#a	0
acetonuria#n	-0.34088
acetophenetidin#n	0
acetose#a	-0.19821
acetous#a	-0.19821
acetphenetidin#n	0
acetum#n	-0.02960
acetyl_chloride#n	0
acetyl_group#n	0
acetyl_radical#n	0
acetyl#n	0
acetylate#v	0
acetylation#n	0
acetylcholine#n	0
acetylene#n	0
acetylenic#a	0
acetylic#a	0
acetylise#v	0
acetylize#v	0
acetylsalicylic_acid#n	0
achaea#n	0
achaean#a	0
achaean#n	0
achaian#n	0
ache#n	-0.39101
ache#v	-0.46370
achene#n	0
achenial#a	0
acheron#n	0
acheronian#a	-0.07997
acherontia_atropos#n	0
acherontia#n	0
acherontic#a	-0.07997
acheson_process#n	0
acheson#n	0
acheta_assimilis#n	0
acheta_domestica#n	0
acheta#n	0
achievability#n	0.12208
achievable#a	0.15793
achieve#v	0.72301
achievement#n	0
achiever#n	0.15793
achille_ratti#n	0
achillea_millefolium#n	0
achillea_ptarmica#n	0
achillea#n	0
achilles_tendon#n	0
achilles'_heel#n	0.12208
achilles#n	0
achimenes#n	0
aching#a	-0.42036
aching#n	-0.16650
achira#n	0
achlamydeous#a	-0.38925
achlorhydria#n	-0.38925
achlorhydric#a	-0.17327
achmad_sukarno#n	0
achoerodus_gouldii#n	0.12208
achoerodus#n	0
acholia#n	-0.28345
achomawi#n	0
achondrite#n	-0.28345
achondritic#a	-0.12619
achondroplasia#n	-0.34088
achondroplastic#a	-0.07997
achondroplasty#n	-0.34088
achras_zapota#n	0
achras#n	0
achromasia#n	-0.38925
achromatic_color#n	-0.07997
achromatic_colour#n	-0.07997
achromatic_lens#n	0
achromatic_vision#n	0
achromatic#a	-0.05621
achromaticity#n	0
achromatin#n	0
achromatinic#a	0
achromatise#v	0
achromatism#n	0
achromatize#v	0
achromatous#a	-0.28345
achromia#n	-0.38925
achromic#a	0
achromous#a	0
achromycin#n	0
achy#a	-0.49174
achylia_gastrica#n	-0.02386
achylia#n	-0.02386
acicula#n	0
acicular#a	0
aciculate#a	0
acid_anhydrides#n	0
acid_dye#n	0
acid_halide#n	0
acid_head#n	0
acid_hydrogen#n	0
acid_precipitation#n	0
acid_rain#n	0
acid_rock#n	0
acid_test#n	0.08478
acid_value#n	0.12208
acid-base_balance#n	0
acid-base_equilibrium#n	0
acid-base_indicator#n	0
acid-fast#a	-0.17327
acid-forming#a	-0.34088
acid-loving#a	-0.19821
acid-tasting#a	-0.34088
acid-wash#v	0
acid#a	-0.42911
acid#n	-0.45652
acidemia#n	-0.38925
acidic_hydrogen#n	0
acidic#a	-0.17290
acidification#n	0
acidify#v	-0.02960
acidimetric#a	0
acidimetry#n	0
acidity#n	-0.06293
acidophil#n	0
acidophile#n	0
acidophilic#a	0
acidophilous#a	0
acidophilus_milk#n	-0.07997
acidophilus#n	-0.07997
acidosis#n	0
acidotic#a	0.08478
acidulate#v	-0.07997
acidulent#a	-0.17327
acidulous#a	-0.17327
acidulousness#n	-0.07997
aciduric#a	0
acinar#a	0
acinic#a	0
acinonyx_jubatus#n	0
acinonyx#n	0
acinos_arvensis#n	0
acinos#n	0
acinose#a	0
acinous#a	0
acinus#n	0
acipenser_huso#n	0
acipenser_transmontanus#n	0
acipenser#n	0
acipenseridae#n	0
ack-ack_gun#n	0
ack-ack#n	0
ackee#n	0
acknowledge#v	0.36748
acknowledgeable#a	0.28394
acknowledged#a	0.16966
acknowledgement#n	0.39807
acknowledgment#n	0.01023
aclant#n	0
aclinic_line#n	0
acme#n	0.10670
acne_rosacea#n	-0.28345
acne_vulgaris#n	0
acne#n	-0.71267
acned#a	-0.28345
acneiform#a	-0.17327
acnidosporidia#n	0.12208
acocanthera_oblongifolia#n	0
acocanthera_oppositifolia#n	0
acocanthera_spectabilis#n	0
acocanthera_venenata#n	0
acocanthera#n	0
acokanthera#n	0
acold#a	-0.38925
acolyte#n	-0.28345
aconcagua#n	0
aconite#n	0
aconitum_lycoctonum#n	0
aconitum_napellus#n	0
aconitum#n	0
acoraceae#n	0
acorea#n	-0.34088
acores#n	0
acorn_barnacle#n	0
acorn_cup#n	0
acorn_squash#n	0
acorn_tube#n	0
acorn-shaped#a	0.12208
acorn#n	0
acorus_calamus#n	0
acorus#n	0
acousma#n	0
acoustic_aphasia#n	-0.34088
acoustic_buoy#n	0
acoustic_delay_line#n	0
acoustic_device#n	0
acoustic_gramophone#n	0
acoustic_guitar#n	0.15793
acoustic_impedance#n	0
acoustic_meatus#n	0
acoustic_modem#n	0
acoustic_nerve#n	0
acoustic_phenomenon#n	0
acoustic_power#n	0.12208
acoustic_projection#n	0.21734
acoustic_radiation_pressure#n	0
acoustic_reactance#n	0
acoustic_resistance#n	0
acoustic_spectrum#n	0
acoustic_storage#n	0
acoustic_wave#n	0
acoustic#a	0
acoustic#n	0
acoustical#a	0
acoustically#r	0.15793
acoustician#n	0
acousticophobia#n	0
acoustics#n	0.38844
acquaint#v	0.08411
acquaintance#n	0.15672
acquaintanceship#n	0.21734
acquainted#a	0.28394
acquiesce#v	0
acquiescence#n	0.23008
acquiescent#a	0.15793
acquirable#a	0.28394
acquire#v	0.09123
acquired_hemochromatosis#n	-0.34088
acquired_immune_deficiency_syndrome#n	0
acquired_immunity#n	0.28394
acquired_reflex#n	0
acquired_taste#n	0
acquired#a	0
acquirement#n	0.15793
acquirer#n	0
acquiring#n	0
acquisition_agreement#n	0
acquisition#n	-0.00100
acquisitive#a	0
acquisitiveness#n	0.15793
acquit#v	0.16232
acquittal#n	0.24466
acquittance#n	0
acquitted#a	-0.06936
acragas#n	0
acrasiomycetes#n	0
acre_inch#n	0
acre-foot#n	0
acre#n	0
acreage#n	0
acres#n	0
acrid#a	-0.08859
acridid#n	0
acrididae#n	0
acridity#n	-0.35904
acridness#n	-0.29973
acridotheres_tristis#n	0
acridotheres#n	0
acrilan#n	0
acrimonious#a	0.06700
acrimony#n	-0.13427
acris_crepitans#n	0
acris_gryllus#n	0
acris#n	0
acritical#a	-0.18740
acroanaesthesia#n	-0.07997
acroanesthesia#n	-0.07997
acrobat#n	0.29827
acrobates#n	0
acrobatic_feat#n	-0.07997
acrobatic_stunt#n	-0.07997
acrobatic#a	0.17826
acrobatics#n	0.10554
acrocarp#n	0
acrocarpous_moss#n	0
acrocarpous#a	0
acrocarpus_fraxinifolius#n	0
acrocarpus#n	0
acrocentric_chromosome#n	0
acrocentric#a	0
acrocephalus_schoenobaenus#n	0
acrocephalus#n	0
acrocephaly#n	0
acroclinium_roseum#n	0
acroclinium#n	0
acrocomia_aculeata#n	0
acrocomia_vinifera#n	0
acrocomia#n	0
acrocyanosis#n	-0.07997
acrodont#n	0
acrogen#n	0
acrogenic#a	0
acrogenous#a	0
acrolein#n	0
acromegalia#n	-0.19821
acromegalic#a	-0.28345
acromegaly#n	-0.19821
acromial_process#n	0
acromicria#n	0
acromikria#n	0
acromion#n	0
acromphalus#n	0
acromyotonia#n	0
acronym#n	0
acronymic#a	0.08478
acronymous#a	0.08478
acropetal#a	0
acrophobia#n	0.08478
acrophobic#a	-0.42036
acrophony#n	0
acropolis#n	0
acropora#n	0
acroscopic#a	0
acrosome#n	0
across_the_board#r	0
across_the_country#r	0
across_the_nation#r	0
across-the-board#a	0.17826
across#r	0
acrostic#n	0
acrostichum_aureum#n	0
acrostichum#n	0
acrylamide#n	-0.07997
acrylate_resin#n	0
acrylate#n	0
acrylic_acid#n	0
acrylic_fiber#n	0
acrylic_paint#n	0
acrylic_resin#n	0
acrylic#n	0.10806
acrylonitrile-butadiene-styrene#n	0
acrylonitrile#n	0
act_as#v	0
act_involuntarily#v	0
act_of_god#n	0
act_of_terrorism#n	0
act_on#v	0.10670
act_out#v	0
act_reflexively#v	0
act_superior#v	0.12208
act_up#v	-0.12940
act_upon#v	0
act#n	0.15870
act#v	0.21490
actable#a	0.28394
actaea_alba#n	0
actaea_rubra#n	0
actaea#n	0
acth#n	0
actias_luna#n	0
actias#n	0
actifed#n	0
actin#n	0
actinal#a	0
actinaria#n	0
acting_out#n	0.08885
acting#a	0.12208
acting#n	0
actinia#n	0
actinian#n	0
actiniaria#n	0
actiniarian#n	0
actinic_dermatitis#n	-0.34088
actinic_keratosis#n	0
actinic_radiation#n	0
actinic_ray#n	0
actinic#a	0
actinide_series#n	0
actinide#n	0
actinidia_arguta#n	0
actinidia_chinensis#n	0
actinidia_deliciosa#n	0
actinidia_polygama#n	0
actinidia#n	0
actinidiaceae#n	0
actiniopteris#n	0
actinism#n	0
actinium#n	0
actinoid#a	0
actinoid#n	0
actinolite#n	0
actinomeris_alternifolia#n	0
actinomeris#n	0
actinometer#n	0
actinometric#a	0
actinometrical#a	0
actinometry#n	0
actinomorphic#a	0
actinomorphous#a	0
actinomyces#n	-0.07997
actinomycetaceae#n	0
actinomycetal#a	0
actinomycetales#n	0
actinomycete#n	0
actinomycetous#a	0
actinomycin#n	0
actinomycosis#n	-0.34088
actinomycotic#a	-0.07997
actinomyxidia#n	-0.08901
actinomyxidian#n	-0.08901
actinon#n	0
actinopod#n	0.12208
actinopoda#n	0
actinotherapy#n	0
actinozoa#n	0
actinozoan#n	0
action_at_law#n	0.12208
action_mechanism#n	0
action_officer#n	0
action_painting#n	0.12208
action_plant#n	0
action_potential#n	0
action_replay#n	0.15793
action_spectrum#n	0
action#n	0.27744
action#v	0
actionable#a	0.15793
actitis_hypoleucos#n	0
actitis_macularia#n	0
actitis#n	0
actium#n	0
activase#n	0
activate#v	0
activated_carbon#n	0
activated_charcoal#n	0
activated#a	-0.00990
activating_agent#n	0
activating#a	0
activating#n	-0.02386
activation_energy#n	0
activation#n	0.30899
activator#n	0
active_agent#n	0.17826
active_air_defense#n	0
active_application#n	0
active_birth#n	0
active_citizen#n	0
active_immunity#n	0.12208
active_matrix_screen#n	0
active_placebo#n	0
active_site#n	0
active_transport#n	0
active_trust#n	0
active_voice#n	0
active#a	0.38834
active#n	0.34295
actively#r	0.21734
activeness#n	0.10670
activewear#n	-0.19821
activism#n	0
activist#a	0
activist#n	0
activistic#a	0
activity#n	0.32904
actomyosin#n	0
actor's_agent#n	0
actor's_assistant#n	0
actor's_line#n	0
actor#n	0
actress#n	0
acts_of_the_apostles#n	0
acts#n	0
actual_damages#n	0
actual_eviction#n	0
actual_possession#n	0
actual_sin#n	0.25416
actual#a	0.30464
actualisation#n	0.21734
actualise#v	0.12208
actuality#n	0
actualization#n	0.21734
actualize#v	0.12208
actually#r	0.16900
actuarial_table#n	0
actuarial#a	0
actuary#n	0
actuate#v	0
actuated#a	0
actuating#a	0
actuation#n	0
actuator#n	0
actus_reus#n	0
acuate#a	0
acuity#n	0.15754
acular#n	0
aculea#n	0
aculeate#a	0.08478
aculeated#a	0.08478
aculeus#n	0
acumen#n	0.17703
acuminate_leaf#n	0
acuminate#a	0.15793
acuminate#v	0
acupressure#n	0
acupuncture#n	-0.07900
acute_accent#n	0
acute_angle#n	0
acute_anterior_poliomyelitis#n	-0.38925
acute_brain_disorder#n	0.12208
acute_gastritis#n	-0.34088
acute_glaucoma#n	0.17826
acute_glossitis#n	-0.39584
acute_hemorrhagic_encephalitis#n	0.12208
acute_inclusion_body_encephalitis#n	0
acute_kidney_failure#n	-0.17327
acute_leukemia#n	0
acute_lymphoblastic_leukemia#n	-0.19821
acute_lymphocytic_leukemia#n	-0.19821
acute_myelocytic_leukemia#n	-0.06110
acute_myeloid_leukemia#n	-0.06110
acute_organic_brain_syndrome#n	0.12208
acute_pyelonephritis#n	-0.07997
acute_renal_failure#n	-0.17327
acute_schizophrenic_episode#n	0
acute_triangle#n	0.15793
acute-angled_triangle#n	0.15793
acute#a	0.05740
acute#n	0
acutely#r	0.17293
acuteness#n	0.04802
acyclic#a	0.10554
acyclovir#n	-0.34088
acyl_anhydrides#n	0
acyl_group#n	0
acyl_halide#n	0
acyl#n	0
acylation#n	0
acylglycerol#n	-0.01819
ad_agency#n	0
ad_blitz#n	0
ad_campaign#n	0
ad_hoc#a	0.10670
ad_hoc#r	0
ad_hominem#a	0.28394
ad_infinitum#r	-0.34088
ad_interim#r	0
ad_lib#r	0.15793
ad_libitum#r	0.15793
ad_nauseam#r	0
ad_val#r	0
ad_valorem_tax#n	0
ad_valorem#r	0
ad-lib#a	-0.38657
ad-lib#n	0
ad-lib#v	0
ad#n	0
ad#r	0
ada-scid#n	-0.28345
ada#n	0
adactylia#n	-0.34088
adactylism#n	-0.34088
adactylous#a	-0.07997
adactyly#n	-0.34088
adad#n	0
adage#n	0
adagio#a	-0.07997
adagio#n	0.10784
adagio#r	0
adalia_bipunctata#n	0
adalia#n	0
adam_smith#n	0.12208
adam-and-eve#n	0
adam's_apple#n	0
adam's_needle-and-thread#n	0
adam's_needle#n	0
adam's_peak#n	0
adam#n	0
adamance#n	-0.05621
adamant#a	0.11367
adamant#n	0
adamantine#a	-0.20743
adamantly#r	0
adams-stokes_syndrome#n	-0.34088
adams#n	0
adana#n	0
adansonia_digitata#n	0
adansonia_gregorii#n	0
adansonia#n	0
adapa#n	0
adapid_group#n	0
adapid#n	0
adapin#n	0
adapt#v	0.22375
adaptability#n	0.15793
adaptable#a	0
adaptation#n	0
adaptational#a	0
adaptative#a	0.15793
adapted#a	0
adapter#n	0
adaption#n	0
adaptive_radiation#n	0
adaptive#a	0.15793
adaptor#n	0
adar_sheni#n	0.15793
adar#n	0
adaxial#a	0
adaxially#r	0.15793
add_on#v	0
add_to#v	0.12208
add_together#v	0
add_up#v	0.16239
add-in#n	0
add-on#n	0
add#n	0.28026
add#v	0.28191
addable#a	0.21734
addax_nasomaculatus#n	0
addax#n	0
addend#n	0
addendum#n	0
adder's_fern#n	0
adder's_tongue_fern#n	0.12208
adder's_tongue#n	0.12208
adder#n	0
addible#a	0.21734
addict#n	0
addict#v	0
addicted#a	0
addiction#n	-0.35368
addictive#a	-0.42798
adding_machine#n	0
addis_ababa#n	0
addison's_disease#n	-0.28345
addison's_syndrome#n	-0.28345
addition_reaction#n	0
addition#n	0
additional#a	0
additionally#r	0
additions_to_esther#n	0
additive_inverse#n	0
additive#a	-0.09134
additive#n	0
addle-head#n	-0.19821
addle#v	-0.28507
addlebrained#a	0.04030
addled#a	-0.42878
addlehead#n	-0.19821
addlepated#a	0.04030
address#n	0.29014
address#v	0
addressable#a	0.28394
addressed#a	0.12208
addressee#n	0
addressing_machine#n	0
addressograph#n	0
adduce#v	0
adducent#a	0
adducer#n	0
adducing#n	0
adduct#n	0
adduct#v	0
adducting#a	0
adduction#n	0
adductive#a	0
adductor_muscle#n	0
adductor#n	0
ade#n	0
adelaide#n	0
adelges_abietis#n	-0.07997
adelges_piceae#n	-0.07997
adelges#n	0
adelgid#n	0
adelgidae#n	0
adelie_coast#n	0
adelie_land#n	0
adelie_penguin#n	0
adelie#n	0
adeline_virginia_stephen_woolf#n	0
aden-abyan_islamic_army#n	0
aden#n	0
adenanthera_pavonina#n	0
adenanthera#n	0
adenauer#n	0
adenine#n	0
adenitis#n	-0.34088
adenium_multiflorum#n	0
adenium_obesum#n	0
adenium#n	0
adenocarcinoma#n	-0.07997
adenocarcinomatous#a	0
adenohypophysis#n	0
adenoid#a	0
adenoid#n	0
adenoidal#a	0
adenoidectomy#n	0
adenoma#n	0
adenomatous_polyp#n	0
adenomegaly#n	0
adenomyosarcoma#n	-0.06110
adenomyosis#n	-0.19821
adenopathy#n	0.12208
adenosine_deaminase#n	0
adenosine_diphosphate#n	0
adenosine_monophosphate#n	0.12208
adenosine_triphosphate#n	0
adenosine#n	0
adenosis#n	0
adenota_vardoni#n	0
adenota#n	0
adenovirus#n	0
adenylic_acid#n	0.12208
adept#a	0.24528
adept#n	0.31261
adeptness#n	0.21734
adequacy#n	-0.08458
adequate_to#a	-0.02386
adequate#a	-0.08177
adequately#r	0.15793
adequateness#n	-0.05621
ader_wax#n	0
adermin#n	0.12208
adesite#n	0
adh#n	0
adhd#n	0.25416
adhere#v	0.07182
adherence#n	0
adherent#a	0
adherent#n	0
adhesion_contract#n	0
adhesion#n	0
adhesive_agent#n	0
adhesive_bandage#n	0
adhesive_friction#n	0
adhesive_material#n	0
adhesive_plaster#n	0
adhesive_tape#n	0
adhesive#a	0.20095
adhesive#n	0
adhesiveness#n	0
adhocracy#n	0
adi_granth#n	0
adiabatic_process#n	-0.28345
adiabatic#a	-0.38925
adiantaceae#n	0
adiantum_bellum#n	-0.19821
adiantum_capillus-veneris#n	0.17826
adiantum_pedatum#n	0
adiantum_tenerum_farleyense#n	0
adiantum_tenerum#n	0
adiantum#n	0
adience#n	0
adient#a	0
adieu#n	0
adige#n	0
adios#n	0
adipic_acid#n	-0.07997
adipose_cell#n	0
adipose_tissue#n	0
adipose_tumor#n	0
adipose#a	0
adiposeness#n	0
adiposis#n	0
adiposity#n	0
adirondack_mountains#n	0
adirondacks#n	0
adit#n	0
aditi#n	-0.05621
aditya#n	0
adjacency#n	0
adjacent#a	0
adjectival#a	0
adjectivally#r	0.12208
adjective#a	0
adjective#n	0
adjectively#r	0
adjoin#v	0
adjoining_room#n	-0.07997
adjourn#v	0
adjournment#n	0
adjudge#v	0
adjudicate#v	0
adjudication#n	0
adjudicative#a	0
adjudicator#n	0
adjudicatory#a	0
adjunct#a	0
adjunct#n	-0.16406
adjunction#n	0
adjunctive#a	0
adjuration#n	0.15793
adjuratory#a	0
adjure#v	0
adjust#v	0.14253
adjustable_spanner#n	0
adjustable_wrench#n	0
adjustable#a	0.31950
adjusted#a	0.04334
adjuster#n	0
adjusting_entry#n	0
adjustive#a	0.25416
adjustment#n	0.13279
adjustor#n	0
adjutant_bird#n	0
adjutant_general#n	0
adjutant_stork#n	0
adjutant#n	0
adjuvant#a	0
adjuvant#n	0
adlai_ewing_stevenson#n	0
adlai_stevenson#n	0
adlumia_fungosa#n	0
adlumia#n	0
adman#n	0
admass#n	0
admeasure#v	0
administer#v	0
administrable#a	0.28394
administrate#v	0
administration#n	-0.13816
administrative_body#n	0
administrative_data_processing#n	0
administrative_district#n	0
administrative_division#n	0
administrative_hearing#n	0
administrative_law#n	0
administrative_official#n	0
administrative_unit#n	0
administrative#a	-0.10392
administratively#r	0
administrator#n	0.05307
administrivia#n	0
admirability#n	0.51077
admirable#a	0.53709
admirableness#n	0.51077
admirably#r	0.21734
admiral_byrd#n	0
admiral_dewey#n	0
admiral_nelson#n	0
admiral_nimitz#n	0
admiral#n	0
admiralty_brass#n	0
admiralty_island#n	0
admiralty_islands#n	0
admiralty_law#n	0
admiralty_metal#n	0
admiralty_mile#n	0
admiralty_range#n	0
admiralty#n	0
admiration#n	0.69854
admire#v	0.54011
admired#a	0.56730
admirer#n	0
admiringly#r	0.48368
admissibility#n	-0.13964
admissible#a	0.02081
admission_charge#n	0
admission_day#n	0
admission_fee#n	0
admission_price#n	0
admission#n	0.19055
admissive#a	0.08478
admit#v	0.15154
admittable#a	-0.05621
admittance#n	0
admittedly#r	0
admittible#a	-0.05621
admix#v	0
admixture#n	-0.04285
admonish#v	0.16190
admonisher#n	0
admonishing#a	-0.38925
admonishment#n	0.15793
admonition#n	0.08885
admonitory#a	-0.36424
adnate#a	0
adnexa#n	0
adnexal#a	0
adnoun#n	0
ado#n	0
adobe_brick#n	0
adobe_house#n	0
adobe_lily#n	0
adobe#n	0.06255
adobo#n	0
adolesce#v	0
adolescence#n	0
adolescent#a	0.09005
adolescent#n	0
adolf_eichmann#n	0
adolf_hitler#n	0
adolf_loos#n	0
adolf_windaus#n	0
adolph_simon_ochs#n	0
adolphe_sax#n	0
adonic_line#n	0
adonic#a	0
adonic#n	0
adonis_annua#n	0
adonis#n	0.16593
adopt#v	0
adoptable#a	0.36466
adopted#a	0.21734
adoptee#n	0
adopter#n	0
adoption#n	0
adoptive_parent#n	0
adoptive#a	0.15830
adorability#n	0.15199
adorable#a	0.60633
adorableness#n	0.15199
adorably#r	0.15793
adoration#n	0.36057
adore#v	0.54271
adored#a	0.17826
adorer#n	0
adoring#a	0.54295
adoringly#r	0.37341
adorn#v	0.15845
adorned#a	0.17826
adornment#n	0.17964
adoxography#n	0
adp_system#n	0
adp#n	0
adpressed#a	0
adps#n	0
adrenal_cortex#n	0
adrenal_cortical_steroid#n	0
adrenal_gland#n	0
adrenal_medulla#n	0
adrenal#a	0
adrenal#n	0
adrenalectomy#n	0
adrenalin#n	0.30245
adrenaline#n	0.36930
adrenarche#n	0
adrenergic_agonist_eyedrop#n	0.15793
adrenergic_drug#n	0.15793
adrenergic#a	0
adrenergic#n	0.15793
adrenocortical#a	0
adrenocorticotrophic_hormone#n	0
adrenocorticotrophic#a	0.08478
adrenocorticotrophin#n	0
adrenocorticotropic_hormone#n	0
adrenocorticotropic#a	0.08478
adrenocorticotropin#n	0
adrenosterone#n	0
adrian#n	0
adrianople#n	0
adrianopolis#n	0
adriatic_sea#n	0
adriatic#n	0
adrift#a	-0.21842
adrift#r	0
adroit#a	0.15793
adroitly#r	0.28394
adroitness#n	0.21734
adscititious#a	0
adscript#a	0
adscripted#a	0
adsorb#v	0
adsorbable#a	0.15793
adsorbate#a	0.15793
adsorbate#n	0.17826
adsorbent_material#n	0
adsorbent#a	0
adsorbent#n	0
adsorption#n	0
adsorptive#a	0
adsuki_bean#n	0
adulate#v	0.28394
adulation#n	-0.06936
adulator#n	0
adulatory#a	0.15793
adult_body#n	0
adult_education#n	-0.38925
adult_female_body#n	0
adult_female#n	0
adult_intelligence#n	-0.19821
adult_male_body#n	0
adult_male#n	0
adult_respiratory_distress_syndrome#n	-0.42036
adult_tooth#n	0.15793
adult-onset_diabetes_mellitus#n	-0.08901
adult-onset_diabetes#n	-0.08901
adult#a	0.23077
adult#n	0.20583
adulterant#a	0
adulterant#n	0
adulterate#a	-0.07997
adulterate#v	-0.28345
adulterated#a	-0.07997
adulterating#a	0
adulteration#n	0
adulterator#n	0
adulterer#n	-0.51451
adulteress#n	-0.07997
adulterine#a	-0.28345
adulterous#a	-0.39838
adulterously#r	0.12208
adultery#n	0
adulthood#n	0
adumbrate#v	0.10670
adumbration#n	0.01301
adumbrative#a	0
adust#a	-0.08847
advance_death_benefit#n	0
advance#a	0.26844
advance#n	0.28890
advance#v	0.25256
advanced_research_and_development_activity#n	0
advanced#a	0.28129
advancement#n	0.63320
advancer#n	0
advancing#a	0
advantage#n	0.42072
advantage#v	0.40008
advantageous#a	0.45679
advantageously#r	0.28394
advantageousness#n	0.25416
advect#v	0
advection#n	0
advective#a	0
advent_sunday#n	0
advent#n	0.16190
adventism#n	0
adventist#n	0
adventitia#n	0
adventitial#a	0
adventitious_root#n	0
adventitious#a	-0.06110
adventive#a	-0.42036
adventure_story#n	0
adventure#n	0.61208
adventure#v	0.56184
adventurer#n	0
adventuresome#a	0.20073
adventuress#n	0
adventurism#n	0.12208
adventuristic#a	0
adventurous#a	0.58309
adventurousness#n	-0.08901
adverb#n	0
adverbial#a	0
adverbial#n	0
adverbially#r	0
adversary#n	0
adversative_conjunction#n	0
adversative#a	-0.05621
adverse_opinion#n	-0.42036
adverse_witness#n	0
adverse#a	-0.33556
adversely#r	0.15793
adversity#n	-0.20015
advert#n	0
advert#v	0
advertence#n	0.12208
advertency#n	0.12208
advertent#a	0.21734
advertently#r	0.17826
advertise#v	0
advertised#a	0
advertisement#n	0
advertiser#n	0
advertising_agency#n	0
advertising_campaign#n	0
advertising_department#n	0.12208
advertising_division#n	0.12208
advertising#n	0
advertize#v	0
advertizement#n	0
advertizer#n	0
advertizing#n	0
advertorial#n	0
advice_and_consent#n	0
advice#n	0
advil#n	-0.19821
advisability#n	0.20073
advisable#a	0.11229
advise#v	0
advised#a	0.23008
advisedly#r	0.17826
advisee#n	0
advisement#n	-0.07216
adviser#n	0
advisor#n	0
advisory_board#n	0
advisory_service#n	0
advisory#a	-0.01721
advisory#n	0
advocacy#n	0
advocate#n	0
advocate#v	0.03236
advocator#n	0
advowson#n	0
adynamia#n	-0.34088
adynamic#a	-0.39937
adz#n	0
adze#n	0
adzhar#n	0
adzharia#n	0
adzuki_bean#n	0
aec#n	0
aecial#a	0
aeciospore#n	0
aecium#n	0
aedes_aegypti#n	0
aedes_albopictus#n	0
aedes#n	0
aegadean_islands#n	0
aegadean_isles#n	0
aegates_isles#n	0
aegates#n	0
aegean_civilisation#n	0
aegean_civilization#n	0
aegean_culture#n	0
aegean_island#n	0
aegean_sea#n	0
aegean#a	0
aegean#n	0
aegiceras_majus#n	0
aegiceras#n	0
aegilops_triuncalis#n	0
aegilops#n	0
aegina#n	0
aegir#n	0
aegis#n	-0.12940
aegisthus#n	0
aegospotami#n	0
aegospotamos#n	0
aegypiidae#n	0
aegypius_monachus#n	0
aegypius#n	0
aegyptopithecus#n	0.12208
aelius_donatus#n	0
aeneas_silvius#n	0
aeneas#n	0
aeneid#n	0
aengus#n	0.17826
aeolia#n	0
aeolian_harp#n	0
aeolian_lyre#n	0
aeolian#a	0
aeolian#n	0
aeolic_dialect#n	0
aeolic#n	0
aeolis#n	0
aeolotropic#a	0
aeolus#n	0
aeon#n	0.08459
aeonian#a	0.15754
aeonium_haworthii#n	0.12208
aeonium#n	0
aepyceros_melampus#n	0
aepyceros#n	0
aepyornidae#n	0
aepyorniformes#n	-0.07997
aepyornis#n	0
aerate#v	-0.00006
aerated#a	-0.02298
aeration#n	0
aerator#n	0
aerial_ladder_truck#n	0
aerial_ladder#n	0
aerial_torpedo#n	0
aerial_tramway#n	0
aerial#a	0.31056
aerial#n	0
aerialist#n	0
aerially#r	0
aerides#n	0
aerie#n	0.17703
aeriferous#a	0
aeriform#a	-0.00500
aerify#v	0
aerobacter_aerogenes#n	0
aerobacter#n	-0.08901
aerobatics#n	0
aerobe#n	0.12208
aerobic_exercise#n	0
aerobic#a	0.17703
aerobics#n	0
aerobiosis#n	0
aerobiotic#a	0
aerodontalgia#n	0
aerodrome#n	0
aerodynamic_force#n	0
aerodynamic_lift#n	0
aerodynamic#a	0.28128
aerodynamics#n	0
aeroembolism#n	0
aerofoil#n	0
aerogenerator#n	0
aerogram#n	0
aerogramme#n	0
aerolite#n	0
aerolitic#a	0
aerological#a	0
aerology#n	0
aeromechanic#a	0
aeromechanics#n	0
aeromedical#a	0
aeromedicine#n	0
aeronaut#n	0
aeronautic#a	0
aeronautical_engineer#n	0
aeronautical_engineering#n	0
